Event_Date,Ship,Observer,Object,Estimate,Exact
5/20/2009,Zuiderdam,Nat,Ice,100,171
5/20/2009,Zuiderdam,Nat,Ice,110,102
5/20/2009,Zuiderdam,Nat,Ice,260,253
5/20/2009,Zuiderdam,Nat,Ice,300,245
5/20/2009,Zuiderdam,Nat,Ice,310,395
5/20/2009,Zuiderdam,Nat,Ice,400,325
5/20/2009,Zuiderdam,Nat,Ice,500,601
5/20/2009,Zuiderdam,Nat,Ice,900,903
5/20/2009,Zuiderdam,Nat,Ice,1300,1390
5/22/2009,Veendam,Nat,Ice,80,94
5/22/2009,Veendam,Nat,Ice,90,104
5/22/2009,Veendam,Nat,Ice,130,160
5/22/2009,Veendam,Nat,Ice,160,214
5/22/2009,Veendam,Nat,Ice,250,255
5/22/2009,Veendam,Nat,Ice,250,332
5/22/2009,Veendam,Nat,Ice,320,334
5/22/2009,Veendam,Nat,Ice,510,596
5/22/2009,Veendam,Nat,Ice,900,777
5/22/2009,Veendam,Nat,Ice,1300,897
5/24/2009,Volendam,Nat,Ice,110,117
5/24/2009,Volendam,Nat,Ice,160,215
5/24/2009,Volendam,Nat,Ice,160,264
5/24/2009,Volendam,Karin,Bird,200,208
5/24/2009,Volendam,Nat,Ice,220,280
5/24/2009,Volendam,Karin,Bird,250,351
5/24/2009,Volendam,Karin,Bird,300,302
5/24/2009,Volendam,Nat,Ice,320,317
5/24/2009,Volendam,Nat,Ice,320,420
5/24/2009,Volendam,Nat,Ice,330,279
5/24/2009,Volendam,Nat,Ice,450,385
5/24/2009,Volendam,Karin,Bird,500,600
5/24/2009,Volendam,Karin,Bird,600,550
5/24/2009,Volendam,Nat,Ice,650,651
5/24/2009,Volendam,Karin,Boat,800,637
5/24/2009,Volendam,Karin,Boat,1500,1603
5/24/2009,Volendam,Karin,Boat,1600,1645
5/24/2009,Volendam,Karin,buoy,2000,1601
5/24/2009,Volendam,Nat,Ice,2000,1970
5/24/2009,Volendam,Karin,buoy,2500,2074
5/25/2009,Zaandam,Nat,Ice,100,101
5/25/2009,Zaandam,Nat,Ice,220,306
5/25/2009,Zaandam,Nat,Ice,250,306
5/25/2009,Zaandam,Nat,Ice,290,297
5/25/2009,Zaandam,Nat,Ice,380,406
5/25/2009,Zaandam,Nat,Ice,470,463
5/25/2009,Zaandam,Nat,Ice,600,618
5/25/2009,Zaandam,Nat,Ice,600,794
5/25/2009,Zaandam,Nat,Boat,800,1023
5/25/2009,Zaandam,Nat,Ice,1300,1356
5/27/2009,Zuiderdam,Karin,Bird,100,113
5/27/2009,Zuiderdam,Karin,Kelp,100,142
5/27/2009,Zuiderdam,Karin,Bird,100,104
5/27/2009,Coral Princess,Nat,Ice,140,187
5/27/2009,Coral Princess,Nat,Ice,150,159
5/27/2009,Coral Princess,Nat,Ice,230,309
5/27/2009,Zuiderdam,Karin,Kelp,250,225
5/27/2009,Zuiderdam,Karin,Bird,250,228
5/27/2009,Zuiderdam,Karin,Bird,250,243
5/27/2009,Zuiderdam,Karin,Bird,300,280
5/27/2009,Coral Princess,Nat,Ice,370,335
5/27/2009,Zuiderdam,Karin,Bird,450,613
5/27/2009,Coral Princess,Nat,Ice,500,525
5/27/2009,Coral Princess,Nat,Ice,500,490
5/27/2009,Coral Princess,Nat,Ice,600,578
5/27/2009,Coral Princess,Nat,Ice,650,518
5/27/2009,Coral Princess,Nat,Ice,1300,926
5/27/2009,Coral Princess,Nat,Ice,1700,1341
5/27/2009,Zuiderdam,Karin,Boat,2000,1656
5/27/2009,Zuiderdam,Karin,Boat,3000,2632
5/29/2009,Statendam,Nat,Ice,70,56
5/29/2009,Statendam,Nat,Ice,90,105
5/29/2009,Statendam,Nat,Ice,120,128
5/29/2009,Statendam,Nat,Ice,130,130
5/29/2009,Statendam,Nat,Ice,150,166
5/29/2009,Statendam,Nat,Ice,210,333
5/29/2009,Statendam,Nat,Ice,350,253
5/29/2009,Statendam,Nat,Ice,460,358
5/29/2009,Statendam,Nat,Ice,750,695
5/29/2009,Statendam,Nat,Ice,1000,916
6/1/2009,Zaandam,Karin,Bird,100,124
6/1/2009,Diamond Princess,Nat,Ice,150,187
6/1/2009,Diamond Princess,Nat,Ice,160,207
6/1/2009,Zaandam,Karin,Bird,200,244
6/1/2009,Zaandam,Karin,Bird,200,244
6/1/2009,Diamond Princess,Nat,Ice,200,242
6/1/2009,Zaandam,Karin,Bird,250,375
6/1/2009,Zaandam,Karin,Bird,300,371
6/1/2009,Zaandam,Karin,Bird,300,350
6/1/2009,Zaandam,Karin,Bird,350,294
6/1/2009,Diamond Princess,Nat,Ice,370,426
6/1/2009,Diamond Princess,Nat,Ice,450,398
6/1/2009,Diamond Princess,Nat,Ice,500,551
6/1/2009,Zaandam,Karin,Bird,600,548
6/1/2009,Diamond Princess,Nat,Ice,600,675
6/1/2009,Zaandam,Karin,Bird,700,688
6/1/2009,Zaandam,Karin,Bird,900,952
6/1/2009,Diamond Princess,Nat,Ice,900,1012
6/1/2009,Diamond Princess,Nat,Ice,1100,1285
6/1/2009,Diamond Princess,Nat,Ice,1150,1311
6/3/2009,Zuiderdam,Nat,Ice,65,62
6/3/2009,Zuiderdam,Nat,Ice,150,170
6/3/2009,Zuiderdam,Nat,Ice,250,231
6/3/2009,Zuiderdam,Nat,Ice,270,290
6/3/2009,Zuiderdam,Nat,Ice,290,327
6/3/2009,Zuiderdam,Nat,Ice,348,78
6/3/2009,Zuiderdam,Nat,Ice,620,603
6/3/2009,Zuiderdam,Nat,Ice,680,630
6/3/2009,Zuiderdam,Nat,Ice,700,802
6/3/2009,Zuiderdam,Nat,Ice,1300,1722
6/5/2009,Veendam,Nat,Ice,50,43
6/5/2009,Veendam,Nat,Ice,110,98
6/5/2009,Veendam,Nat,Ice,150,120
6/5/2009,Veendam,Nat,Ice,200,280
6/5/2009,Veendam,Nat,Ice,300,300
6/5/2009,Veendam,Nat,Ice,370,357
6/5/2009,Veendam,Nat,Ice,390,327
6/5/2009,Veendam,Nat,Ice,450,367
6/5/2009,Veendam,Nat,Ice,490,578
6/5/2009,Veendam,Nat,Ice,1000,1413
6/6/2009,Coral Princess,Nat,Ice,100,109
6/6/2009,Coral Princess,Nat,Ice,120,187
6/6/2009,Coral Princess,Nat,Ice,200,219
6/6/2009,Coral Princess,Nat,Ice,230,313
6/6/2009,Coral Princess,Nat,Ice,290,299
6/6/2009,Coral Princess,Nat,Ice,550,420
6/6/2009,Coral Princess,Nat,Ice,590,519
6/6/2009,Coral Princess,Nat,Ice,750,720
6/6/2009,Coral Princess,Nat,Ice,800,816
6/6/2009,Coral Princess,Nat,Ice,1800,2120
6/7/2009,Volendam,Nat,Ice,110,113
6/7/2009,Volendam,Nat,Ice,120,138
6/7/2009,Volendam,Nat,Ice,200,209
6/7/2009,Volendam,Nat,Ice,210,283
6/7/2009,Volendam,Nat,Ice,280,262
6/7/2009,Volendam,Nat,Ice,280,291
6/7/2009,Volendam,Karin,Bird,300,268
6/7/2009,Volendam,Karin,Bird,350,409
6/7/2009,Volendam,Karin,Bird,350,351
6/7/2009,Volendam,Nat,Ice,480,407
6/7/2009,Volendam,Karin,Bird,550,641
6/7/2009,Volendam,Karin,Bird,600,640
6/7/2009,Volendam,Nat,Ice,690,832
6/7/2009,Volendam,Nat,Ice,900,1269
6/7/2009,Volendam,Nat,Ice,1100,1274
6/7/2009,Volendam,Karin,Land,2000,1812
6/7/2009,Volendam,Karin,Land,3000,3116
6/7/2009,Volendam,Karin,Land,4000,3237
6/7/2009,Volendam,Karin,Land,4200,4068
6/7/2009,Volendam,Karin,Boat,5000,4657
6/8/2009,Sapphire Princess,Nat,Ice,200,255
6/8/2009,Sapphire Princess,Nat,Ice,220,238
6/8/2009,Sapphire Princess,Nat,Ice,300,335
6/8/2009,Sapphire Princess,Nat,Ice,360,369
6/8/2009,Sapphire Princess,Nat,Ice,390,387
6/8/2009,Sapphire Princess,Nat,Ice,510,439
6/8/2009,Sapphire Princess,Nat,Ice,530,641
6/8/2009,Sapphire Princess,Nat,Ice,750,638
6/8/2009,Sapphire Princess,Nat,Ice,1000,1046
6/8/2009,Sapphire Princess,Nat,Ice,1300,1719
6/10/2009,Zuiderdam,Karin,Bird,200,162
6/10/2009,Zuiderdam,Karin,Bird,200,178
6/10/2009,Zuiderdam,Karin,Bird,200,209
6/10/2009,Zuiderdam,Karin,Bird,200,215
